,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
412,415,416,20,RL,73.0,8899,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,0,1340,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,Fin,2,396,TA,TA,Y,100,30,0,0,0,0,NoPool,NoFence,None,0,8,2007,New,Partial,181134,0,0,2,0,12.106992367829498,Basement,Garage
413,416,417,60,RL,74.0,7844,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,672,728,0,1400,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,3,2006,WD,Normal,149500,28,28,2,0,11.915051671812877,Basement,Garage
414,417,418,70,RL,86.0,22420,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,1370,1254,0,2624,4,1,TA,10,Typ,1,Gd,Detchd,Unf,3,864,TA,TA,N,0,0,0,0,0,0,NoPool,NoFence,None,0,11,2007,WD,Normal,239000,89,57,3,1,12.384218830913648,Basement,Garage
415,418,419,50,RL,60.0,8160,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,756,378,0,1134,3,1,TA,7,Typ,0,NoFirePlace,Detchd,Unf,1,240,TA,TA,P,0,0,0,0,0,0,NoPool,NoFence,None,0,4,2007,WD,AdjLand,126000,67,57,2,1,11.744037185933616,Basement,Garage
416,419,420,20,RL,65.0,8450,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775,Unf,0,281,1056,GasA,Ex,Y,SBrkr,1056,0,0,1056,3,1,TA,6,Typ,1,Fa,Attchd,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,NoPool,NoFence,None,0,7,2010,WD,Normal,142000,42,42,1,1,11.863582336583399,Basement,Garage
417,420,421,90,RM,78.0,7060,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,2,TA,8,Typ,0,NoFirePlace,Attchd,Fin,4,784,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,11,2008,WD,Alloca,206300,11,10,2,2,12.237086699059343,Basement,Garage
418,421,422,20,RL,80.0,16635,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,1602,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,529,TA,TA,Y,240,0,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,215000,32,9,2,1,12.2783933071098,Basement,Garage
419,422,423,20,RL,100.0,21750,Pave,NoAlley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,988,0,0,988,2,1,TA,4,Typ,0,NoFirePlace,Attchd,RFn,2,520,TA,TA,N,0,0,0,0,0,0,NoPool,NoFence,None,0,2,2008,WD,Normal,113000,54,54,1,0,11.635143097694478,Basement,Garage
420,423,424,60,RL,80.0,9200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,0,2630,4,1,Gd,8,Typ,1,TA,Attchd,Fin,3,696,TA,TA,Y,0,66,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,315000,10,10,3,1,12.66032791780777,Basement,Garage
421,424,425,20,RL,72.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,1196,0,0,1196,2,1,TA,6,Typ,1,Gd,Attchd,RFn,1,297,TA,TA,Y,0,44,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD,Normal,139000,52,52,1,1,11.842229212112828,Basement,Garage
422,425,426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,3,1,TA,6,Typ,2,Gd,Detchd,Unf,1,240,TA,TA,P,0,0,126,0,0,0,NoPool,NoFence,None,0,9,2009,WD,Normal,135000,63,17,2,0,11.813030057420567,Basement,Garage
423,426,427,80,RL,66.5,12800,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,569,TA,TA,Y,80,0,0,0,396,0,NoPool,NoFence,None,0,8,2009,WD,Normal,275000,20,20,2,2,12.524526376648708,Basement,Garage
424,427,428,20,RL,77.0,8593,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,3,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,109008,51,51,1,0,11.59917655301345,Basement,Garage
425,428,429,20,RL,64.0,6762,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,2,1,Gd,6,Typ,0,NoFirePlace,Attchd,RFn,2,628,TA,TA,Y,105,54,0,0,0,0,NoPool,NoFence,None,0,9,2007,New,Partial,195400,0,0,2,1,12.182804018590819,Basement,Garage
426,429,430,20,RL,130.0,11457,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,1412,0,0,1412,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,NoPool,NoFence,None,0,3,2009,WD,Normal,175000,21,21,2,1,12.072541252905651,Basement,Garage
427,430,431,160,RM,21.0,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,0,987,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2008,COD,Abnorml,85400,37,37,2,0,11.355101379776661,Basement,Garage
428,431,432,50,RM,60.0,5586,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,4,1,TA,7,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,98,0,0,0,0,NoPool,MnPrv,None,0,9,2008,ConLD,Abnorml,79900,88,10,1,0,11.288531131754366,Basement,NoGarage
429,432,433,160,RM,24.0,1920,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365,2,1,TA,6,Min1,0,NoFirePlace,Detchd,Unf,2,440,TA,TA,Y,240,36,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Normal,122500,36,36,2,1,11.715866308966918,Basement,Garage
430,433,434,60,RL,100.0,10839,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,181000,11,10,3,0,12.106252310247962,Basement,Garage
431,434,435,180,RM,21.0,1890,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,1,TA,3,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,88,0,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,81000,36,36,1,1,11.302204433654575,Basement,NoGarage
432,435,436,60,RL,43.0,10667,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,550,TA,TA,Y,158,61,0,0,0,0,NoPool,NoFence,None,0,4,2009,ConLw,Normal,212000,13,13,3,1,12.26434155365415,Basement,Garage
433,436,437,50,RM,40.0,4400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118,2,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,10,2006,WD,Normal,116000,86,56,1,0,11.661345470088502,Basement,Garage
434,437,438,45,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,NoPool,NoFence,None,0,1,2009,WD,Normal,119000,83,5,1,0,11.686878772093667,Basement,Garage
435,438,439,30,RL,40.0,4280,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,694,2,1,Gd,4,Typ,1,Gd,Detchd,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,NoPool,MnPrv,None,0,3,2007,WD,Normal,90350,94,5,1,0,11.411446296020374,Basement,Garage
436,439,440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,3,1,Gd,7,Typ,0,NoFirePlace,Detchd,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,NoPool,GdPrv,Shed,800,8,2009,ConLI,Normal,110000,89,9,1,0,11.608235644774552,Basement,Garage
437,440,441,20,RL,105.0,15431,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,2402,0,0,2402,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3,672,TA,TA,Y,0,72,0,0,170,0,NoPool,NoFence,None,0,4,2009,WD,Normal,555000,1,1,2,1,13.226723392728571,Basement,Garage
438,441,442,90,RL,92.0,12108,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,4,2,Fa,8,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,9,2008,WD,Normal,118000,53,53,2,0,11.678439903447801,Basement,NoGarage
439,442,443,50,RM,52.0,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,P,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,162900,78,16,2,0,12.000891794590137,Basement,Garage
440,443,444,120,RL,53.0,3922,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,144,16,0,0,0,0,NoPool,NoFence,None,0,6,2007,New,Partial,172500,1,0,2,0,12.058152515453552,Basement,Garage
441,444,445,60,RL,70.0,8750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,210000,14,13,3,1,12.254862809699606,Basement,Garage
442,445,446,20,RL,73.0,9855,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,11,2009,COD,Normal,127500,53,53,1,0,11.755871643580617,Basement,Garage
443,446,447,20,RL,137.0,16492,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,2,1,Gd,6,Mod,1,Gd,Attchd,Fin,2,578,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD,Normal,190000,44,8,3,0,12.154779351142624,Basement,Garage
444,447,448,60,RL,65.0,11214,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,4,1,Gd,10,Typ,1,TA,Attchd,Fin,2,431,TA,TA,Y,89,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,199900,8,7,3,0,12.205572520488492,Basement,Garage
445,448,449,50,RM,50.0,8600,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,596,0,1376,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,198,TA,TA,N,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,119500,69,56,2,0,11.691071650353702,Basement,Garage
446,449,450,50,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183,2,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,120000,59,5,2,0,11.695247021764184,Basement,Garage
447,450,451,30,RM,70.0,5684,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,813,0,0,813,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,110000,76,1,1,0,11.608235644774552,Basement,Garage
448,451,452,20,RL,62.0,70761,Pave,NoAlley,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,576,TA,TA,Y,200,54,0,0,0,0,NoPool,NoFence,None,0,12,2006,WD,Normal,280000,31,31,2,1,12.542544882151386,Basement,Garage
449,452,453,60,RL,85.0,9303,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756,3,1,TA,7,Typ,0,NoFirePlace,Attchd,Fin,2,422,TA,TA,Y,144,122,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,204000,11,10,3,1,12.225875272826354,Basement,Garage
450,453,454,60,FV,75.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,210000,1,1,3,0,12.254862809699606,Basement,Garage
451,454,455,90,RL,63.0,9297,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,4,2,TA,8,Typ,0,NoFirePlace,Detchd,Unf,2,560,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Family,188000,30,30,2,2,12.144197241812087,Basement,Garage
452,455,456,20,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,9,2007,WD,Normal,175500,34,34,2,0,12.075394321888057,Basement,Garage
453,456,457,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,4,1,TA,7,Typ,0,NoFirePlace,Detchd,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,NoPool,NoFence,None,0,5,2008,COD,Abnorml,98000,92,58,1,0,11.49272275765271,Basement,Garage
454,457,458,20,RL,80.0,53227,Pave,NoAlley,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,2,1,Gd,6,Min1,2,Gd,Attchd,Fin,2,529,TA,TA,Y,224,137,0,0,0,0,NoPool,NoFence,None,0,3,2008,WD,Normal,256000,54,14,1,1,12.4529327234617,Basement,Garage
455,458,459,70,RM,60.0,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,228,TA,TA,Y,192,63,0,0,0,0,NoPool,MnPrv,None,0,6,2008,WD,Normal,161000,83,12,1,0,11.9891596439666,Basement,Garage
456,459,460,50,RL,52.0,7015,Pave,NoAlley,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,3,1,Gd,5,Typ,1,TA,Detchd,Unf,1,352,TA,TA,Y,0,0,248,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,110000,59,59,1,1,11.608235644774552,Basement,Garage
457,460,461,60,FV,75.0,8004,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,3,1,TA,8,Typ,0,NoFirePlace,BuiltIn,Fin,2,552,TA,TA,Y,0,150,0,0,0,0,NoPool,NoFence,None,0,12,2009,New,Partial,263435,0,0,3,1,12.481561937216318,Basement,Garage
458,461,462,70,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,3,1,Gd,6,Typ,0,NoFirePlace,Detchd,RFn,2,576,TA,TA,Y,256,0,0,0,0,0,NoPool,MnPrv,None,0,4,2009,WD,Normal,155000,73,2,1,1,11.951180395901384,Basement,Garage
459,462,463,20,RL,60.0,8281,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,3,1,TA,5,Typ,1,Po,Detchd,Unf,1,360,TA,TA,Y,0,0,236,0,0,0,NoPool,GdWo,None,0,12,2009,WD,Normal,62383,44,44,1,0,11.041048081342682,Basement,Garage
